Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
RDIB,Reading International Inc,26.8,45039812.0,,,Consumer Services,Movies/Entertainment
BCNA,Reality Shares Nasdaq NexGen Economy China ETF,25.17,2517025.17,,,,
BLCN,Reality Shares Nasdaq NextGen Economy ETF,23.4989,76371448.4989,,,,
RLM,Realm Therapeutics plc,4.03,7640259.38,1895846.0,,Health Care,Major Pharmaceuticals
RNWK,"RealNetworks, Inc.",2.84,107507632.0,,1997.0,Technology,EDP Services
RP,"RealPage, Inc.",62.73,5870910109.5,,2010.0,Technology,Computer Software: Prepackaged Software
RETA,"Reata Pharmaceuticals, Inc.",88.59,2132855012.07,,2016.0,Health Care,Major Pharmaceuticals
RCON,"Recon Technology, Ltd.",0.97,20312414.01,,2009.0,Energy,Oilfield Services/Equipment
REPH,"Recro Pharma, Inc.",8.39,184502266.65,,2014.0,Health Care,Major Pharmaceuticals
RRGB,"Red Robin Gourmet Burgers, Inc.",28.34,367517229.3,,2002.0,Consumer Services,Restaurants
RRR,"Red Rock Resorts, Inc.",27.36,3190859288.64,,2016.0,Consumer Services,Hotels/Resorts
RDVT,"Red Violet, Inc.",7.25,74432944.25,,,Technology,Computer Software: Prepackaged Software
RDFN,Redfin Corporation,22.45,2031461032.9,,2017.0,Finance,Real Estate
RDHL,Redhill Biopharma Ltd.,8.61,198628506.93,23069513.0,,Health Care,Major Pharmaceuticals
RBZ,Reebonz Holding Limited,8.89,23884940.8,,2017.0,Consumer Services,Catalog/Specialty Distribution
REG,Regency Centers Corporation,68.78,11521835973.54,,1993.0,Consumer Services,Real Estate Investment Trusts
REGN,"Regeneron Pharmaceuticals, Inc.",408.23,44610226865.47,,1991.0,Health Care,Major Pharmaceuticals
RGNX,REGENXBIO Inc.,55.9,2035806224.4,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGLS,Regulus Therapeutics Inc.,1.08,11603435.76,,2012.0,Health Care,Major Pharmaceuticals
RBNC,"Reliant Bancorp, Inc.",22.87,263084862.04,,,Finance,Major Banks
RELV,"Reliv&#39; International, Inc.",4.63,8086058.87,,,Health Care,Major Pharmaceuticals
MARK,"Remark Holdings, Inc.",1.46,59454454.34,,,Consumer Services,Telecommunications Equipment
RNST,Renasant Corporation,34.44,2019314183.04,,,Finance,Major Banks
REGI,"Renewable Energy Group, Inc.",23.45,875979275.85,,2012.0,Basic Industries,Major Chemicals
BIQI,"Renmin Tianli Group, Inc.",1.9702,15828084.399,,,Consumer Non-Durables,Farming/Seeds/Milling
RCII,Rent-A-Center Inc.,20.6,1111959489.6,,1995.0,Technology,Diversified Commercial Services
RGEN,Repligen Corporation,58.24,2557987461.12,,1986.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
REPL,"Replimune Group, Inc.",15.61,494006548.0,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RBCAA,"Republic Bancorp, Inc.",46.44,867532125.96,,1998.0,Finance,Major Banks
FRBK,"Republic First Bancorp, Inc.",5.44,320009512.32,,,Finance,Major Banks
REFR,Research Frontiers Incorporated,2.09,59913676.79,,,Miscellaneous,Multi-Sector Companies
RESN,Resonant Inc.,3.07,85126148.09,,2014.0,Technology,Semiconductors
RECN,"Resources Connection, Inc.",15.71,503042102.13,,2000.0,Miscellaneous,Business Services
HAIR,"Restoration Robotics, Inc.",0.6513,26551554.9156,,2017.0,Health Care,Medical/Dental Instruments
TORC,"resTORbio, Inc.",7.47,263357419.68,,2018.0,Health Care,Major Pharmaceuticals
ROIC,Retail Opportunity Investments Corp.,17.66,2015413504.5,,,Consumer Services,Real Estate Investment Trusts
RETO,"ReTo Eco-Solutions, Inc.",1.69,38464400.0,,2017.0,Capital Goods,Industrial Machinery/Components
RTRX,"Retrophin, Inc.",22.2,919891676.4,,,Health Care,Major Pharmaceuticals
RVNC,"Revance Therapeutics, Inc.",14.43,635349985.14,,2014.0,Health Care,Major Pharmaceuticals
RVEN,"Reven Housing REIT, Inc.",3.75,41351055.0,,,Consumer Services,Real Estate Investment Trusts
RVLT,"Revolution Lighting Technologies, Inc.",0.2652,6236973.6,,,Consumer Durables,Building Products
RWLK,ReWalk Robotics Ltd.,3.77,556112.7,,2014.0,Health Care,Industrial Specialties
RFIL,"RF Industries, Ltd.",6.33,59229398.55,,,Capital Goods,Electrical Products
RGCO,RGC Resources Inc.,26.1,209399490.9,,,Public Utilities,Oil & Gas Production
RBKB,"Rhinebeck Bancorp, Inc.",11.9,49538307.7,,2019.0,Finance,Banks
RYTM,"Rhythm Pharmaceuticals, Inc.",27.38,942579225.4,,2017.0,Health Care,Major Pharmaceuticals
RBBN,Ribbon Communications Inc. ,5.2,557808440.8,,,Technology,EDP Services
RIBT,RiceBran Technologies,3.1,102373339.8,,,Consumer Non-Durables,Packaged Foods
RELL,"Richardson Electronics, Ltd.",6.36,82994947.2,,1983.0,Consumer Non-Durables,Electronic Components
RIGL,"Rigel Pharmaceuticals, Inc.",2.45,409588765.6,,2000.0,Health Care,Major Pharmaceuticals
RNET,"RigNet, Inc.",10.21,198802136.36,,2010.0,Consumer Services,Telecommunications Equipment
RMNI,"Rimini Street, Inc.",5.0,326000000.0,,2015.0,Miscellaneous,Business Services
RIOT,"Riot Blockchain, Inc",4.89,72190136.01,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
REDU,RISE Education Cayman Ltd,10.7,254230930.0,23759900.0,2017.0,Consumer Services,Other Consumer Services
RTTR,"Ritter Pharmaceuticals, Inc.",0.9333,8439208.4556,,2015.0,Health Care,Major Pharmaceuticals
RVSB,Riverview Bancorp Inc,7.45,168427454.4,,,Finance,Savings Institutions
RIVE,Riverview Financial Corporation,11.0,100648009.0,,,Finance,Major Banks
RCKT,"Rocket Pharmaceuticals, Inc.",19.25,868452912.25,,2015.0,Health Care,Major Pharmaceuticals
RMTI,"Rockwell Medical, Inc.",5.16,294627367.32,,1998.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RCKY,"Rocky Brands, Inc.",25.59,188899238.4,,1993.0,Consumer Non-Durables,Shoe Manufacturing
RMCF,"Rocky Mountain Chocolate Factory, Inc.",9.2,54727672.0,,,Consumer Non-Durables,Specialty Foods
ROKU,"Roku, Inc.",58.57,6443175471.26,,2017.0,Consumer Services,Television Services
ROSE,Rosehill Resources Inc.,3.78,52013314.08,,2016.0,Energy,Oil & Gas Production
ROSEU,Rosehill Resources Inc.,3.9,0.0,,2016.0,Energy,Oil & Gas Production
ROSEW,Rosehill Resources Inc.,0.48,0.0,,2016.0,Energy,Oil & Gas Production
ROST,"Ross Stores, Inc.",98.34,36134172033.3,,1985.0,Consumer Services,Clothing/Shoe/Accessory Stores
RGLD,"Royal Gold, Inc.",93.25,6109454655.0,,,Basic Industries,Precious Metals
RTIX,"RTI Surgical Holdings, Inc.",5.32,391389410.16,,2000.0,Health Care,Industrial Specialties
RBCN,"Rubicon Technology, Inc.",7.81,21362279.07,,2007.0,Technology,Semiconductors
RUBY,"Rubius Therapeutics, Inc.",19.23,1529361226.95,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RUHN,Ruhnn Holding Limited,6.54,65400000.0,10000000.0,2019.0,Consumer Services,Catalog/Specialty Distribution
RMBL,"RumbleOn, Inc.",5.28,106059993.6,,,Technology,EDP Services
RUSHA,"Rush Enterprises, Inc.",43.25,1219173125.5,,,Consumer Durables,Automotive Aftermarket
RUSHB,"Rush Enterprises, Inc.",42.43,368799438.5,,,Consumer Durables,Automotive Aftermarket
RUTH,"Ruth&#39;s Hospitality Group, Inc.",25.24,768486066.0,,2005.0,Consumer Services,Restaurants
RYAAY,Ryanair Holdings plc,73.04,7364314752.08,100825777.0,1997.0,Transportation,Air Freight/Delivery Services
STBA,"S&T Bancorp, Inc.",39.99,1382803692.63,,,Finance,Major Banks
SANW,S&W Seed Company,2.44,81182894.32,,,Consumer Non-Durables,Farming/Seeds/Milling
SBRA,"Sabra Health Care REIT, Inc.",19.48,3473733423.08,,,Consumer Services,Real Estate Investment Trusts
SABR,Sabre Corporation,21.88,6028560429.28,,2014.0,Technology,"Computer Software: Programming, Data Processing"
SAEX,"SAExploration Holdings, Inc.",3.9,15803412.3,,,Energy,Oil & Gas Production
SFET,Safe-T Group Ltd.,2.87,1911778.75,666125.0,2018.0,Technology,Computer Software: Prepackaged Software
SAFT,"Safety Insurance Group, Inc.",90.77,1396386981.38,,2002.0,Finance,Property-Casualty Insurers
SGA,"Saga Communications, Inc.",32.3,162315768.8,,,Consumer Services,Broadcasting
SAGE,"Sage Therapeutics, Inc.",170.97,8706816681.27,,2014.0,Health Care,Major Pharmaceuticals
SAIA,"Saia, Inc.",63.13,1631601226.13,,,Transportation,Trucking Freight/Courier Services
SALM,"Salem Media Group, Inc.",2.37,48898825.92,,1999.0,Consumer Services,Broadcasting
SAL,"Salisbury Bancorp, Inc.",40.26,113001003.06,,,Finance,Savings Institutions
SAFM,"Sanderson Farms, Inc.",132.95,2945703218.3,,1987.0,Consumer Non-Durables,Meat/Poultry/Fish
SASR,"Sandy Spring Bancorp, Inc.",32.67,1167779675.7,,,Finance,Major Banks
SGMO,"Sangamo Therapeutics, Inc.",12.48,1276371445.44,,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SANM,Sanmina Corporation,31.24,2137740797.72,,1993.0,Technology,Electrical Products
GCVRZ,Sanofi,0.505,0.0,,,Health Care,Major Pharmaceuticals
SNY,Sanofi,43.83,9528015318.66,217385702.0,,Health Care,Major Pharmaceuticals
SPNS,Sapiens International Corporation N.V.,15.59,779219442.36,,1992.0,Technology,Computer Software: Prepackaged Software
SRPT,"Sarepta Therapeutics, Inc.",126.61,9026296452.69,,,Health Care,Major Pharmaceuticals
SVRA,"Savara, Inc.",9.5,335696161.0,,,Health Care,Major Pharmaceuticals
SBFG,"SB Financial Group, Inc.",18.09,117167880.78,,,Finance,Major Banks
SBFGP,"SB Financial Group, Inc.",18.0,269910.0,,,Finance,Major Banks
SBBX,SB One Bancorp,22.33,212173876.53,,,Finance,Major Banks
SBAC,SBA Communications Corporation,202.53,22900839954.48,,1999.0,Consumer Services,Real Estate Investment Trusts
SCSC,"ScanSource, Inc.",38.46,988512073.32,,,Technology,Retail: Computer Software & Peripheral Equipment
SMIT,"Schmitt Industries, Inc.",2.25,8987726.25,,,Capital Goods,Industrial Machinery/Components
SCHN,"Schnitzer Steel Industries, Inc.",25.95,689659889.55,,1993.0,Consumer Durables,Industrial Specialties
SRRK,Scholar Rock Holding Corporation,16.74,438910881.12,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCHL,Scholastic Corporation,40.82,1369789269.94,,1992.0,Consumer Services,Books
SAMA,Schultze Special Purpose Acquisition Corp.,9.82,159575000.0,,2019.0,Finance,Business Services
SAMAU,Schultze Special Purpose Acquisition Corp.,10.11,0.0,,2018.0,Finance,Business Services
SAMAW,Schultze Special Purpose Acquisition Corp.,0.36,0.0,,2019.0,Finance,Business Services
SGMS,Scientific Games Corp,21.03,1939993021.08,,,Technology,EDP Services
SCPH,scPharmaceuticals Inc.,2.75,51096182.5,,2017.0,Health Care,Major Pharmaceuticals
WORX,SCWorx Corp.,7.53,49420858.35,,2016.0,Consumer Services,Services-Misc. Amusement & Recreation
SCYX,"SCYNEXIS, Inc.",1.82,91270193.56,,2014.0,Health Care,Major Pharmaceuticals
SEAC,"SeaChange International, Inc.",1.43,51895942.67,,1996.0,Technology,Radio And Television Broadcasting And Communications Equipment
SBCF,Seacoast Banking Corporation of Florida,27.34,1405739248.96,,,Finance,Major Banks
STX,Seagate Technology PLC,49.71,13881415544.79,,2002.0,Technology,Electronic Components
SHIP,Seanergy Maritime Holdings Corp,4.2437,11925743.3451,,,Transportation,Marine Transportation
SHIPW,Seanergy Maritime Holdings Corp,0.027000000000000003,0.0,,,Transportation,Marine Transportation
SHOS,"Sears Hometown and Outlet Stores, Inc.",2.3,52214903.6,,,Consumer Services,Department/Specialty Retail Stores
SPNE,SeaSpine Holdings Corporation,13.94,263188203.68,,,Health Care,Medical/Dental Instruments
SGEN,"Seattle Genetics, Inc.",80.91,13022842026.06,,2001.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EYES,"Second Sight Medical Products, Inc.",1.14,141585675.54,,2014.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYESW,"Second Sight Medical Products, Inc.",0.25,0.0,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SECO,Secoo Holding Limited,9.64,142129441.52,14743718.0,2017.0,Consumer Services,Other Specialty Stores
SCWX,SecureWorks Corp.,17.98,202758841.8,,2016.0,Technology,Computer Software: Prepackaged Software
SNFCA,Security National Financial Corporation,4.91,75185293.17,,,Finance,Finance: Consumer Services
SEEL,"Seelos Therapeutics, Inc.",3.27,60187682.13,,,Health Care,Major Pharmaceuticals
SEIC,SEI Investments Company,56.06,8615867286.3,,1981.0,Finance,Investment Bankers/Brokers/Service
SLCT,"Select Bancorp, Inc.",11.98,231531290.3,,,Finance,Major Banks
SIC,"Select Interior Concepts, Inc.",12.51,323254271.7,,,Basic Industries,Homebuilding
SELB,"Selecta Biosciences, Inc.",2.83,126595626.71,,2016.0,Health Care,Major Pharmaceuticals
SIGI,"Selective Insurance Group, Inc.",67.08,3972668576.76,,,Finance,Property-Casualty Insurers
SLS,"SELLAS Life Sciences Group, Inc. ",1.11,25725887.25,,,Health Care,Major Pharmaceuticals
LEDS,SemiLEDS Corporation,4.46,15877220.9,,2010.0,Technology,Semiconductors
SMTC,Semtech Corporation,52.38,3488433201.36,,,Technology,Semiconductors
SENEA,Seneca Foods Corp.,24.15,231236322.45,,,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,25.57,244832826.71,,,Consumer Non-Durables,Packaged Foods
SNES,"SenesTech, Inc.",1.15,27094993.6,,2016.0,Basic Industries,Agricultural Chemicals
SNH,Senior Housing Properties Trust,8.69,2065872831.0,,,Consumer Services,Real Estate Investment Trusts
SNHNI,Senior Housing Properties Trust,21.98,0.0,,,Consumer Services,Real Estate Investment Trusts
SNHNL,Senior Housing Properties Trust,23.56,0.0,,,Consumer Services,Real Estate Investment Trusts
AIHS,Senmiao Technology Limited,4.63,119821622.0,,2018.0,Finance,Finance: Consumer Services
SRTS,"Sensus Healthcare, Inc.",6.57,107779667.4,,2016.0,Health Care,Medical/Dental Instruments
SRTSW,"Sensus Healthcare, Inc.",0.31,0.0,,2016.0,Health Care,Medical/Dental Instruments
STNL,Sentinel Energy Services Inc.,10.0633,347183850.0,,2017.0,Finance,Business Services
STNLU,Sentinel Energy Services Inc.,10.26,0.0,,2017.0,Finance,Business Services
STNLW,Sentinel Energy Services Inc.,0.63,0.0,,2017.0,Finance,Business Services
SQBG,"Sequential Brands Group, Inc.",1.27,81867711.55,,,Consumer Non-Durables,Apparel
MCRB,"Seres Therapeutics, Inc.",6.6,270919176.0,,2015.0,Health Care,Major Pharmaceuticals
SREV,"ServiceSource International, Inc.",0.9332,86823739.1032,,2011.0,Miscellaneous,Business Services
SFBS,"ServisFirst Bancshares, Inc.",34.72,1856659221.76,,2014.0,Finance,Major Banks
SESN,"Sesen Bio, Inc.",0.9984,77332250.112,,2014.0,Health Care,Major Pharmaceuticals
SVBI,Severn Bancorp Inc,8.63,109783964.63,,,Finance,Major Banks
SGBX,"SG Blocks, Inc.",1.43,6091858.63,,2017.0,Consumer Services,RETAIL: Building Materials
SGOC,"SGOCO Group, Ltd",1.1275,85134480.75,,2010.0,Technology,Radio And Television Broadcasting And Communications Equipment
SMED,Sharps Compliance Corp.,3.59,57924696.67,,,Basic Industries,Environmental Services
SHSP,"SharpSpring, Inc.",17.88,154290650.28,,,Technology,Computer Software: Prepackaged Software
SHEN,Shenandoah Telecommunications Co,45.18,2251358751.78,,,Public Utilities,Telecommunications Equipment
PIXY,"ShiftPixy, Inc.",1.06,74487900.24,,2017.0,Technology,Diversified Commercial Services
SHLO,"Shiloh Industries, Inc.",5.68,134666574.72,,1993.0,Capital Goods,Industrial Specialties
TYHT,"Shineco, Inc.",1.39,31791763.08,,2016.0,Consumer Non-Durables,Farming/Seeds/Milling
SWAV,"ShockWave Medical, Inc.",29.73,799938034.26,,2019.0,Health Care,Medical/Dental Instruments
SCVL,"Shoe Carnival, Inc.",33.55,515825177.45,,1993.0,Consumer Services,Clothing/Shoe/Accessory Stores
SHBI,Shore Bancshares Inc,15.29,195403279.61,,,Finance,Major Banks
SSTI,"ShotSpotter, Inc.",46.35,505764154.8,,2017.0,Technology,Computer Software: Prepackaged Software
SFLY,"Shutterfly, Inc.",41.34,1412588916.18,,2006.0,Miscellaneous,Other Consumer Services
SIFI,"SI Financial Group, Inc.",13.75,165753293.75,,,Finance,Savings Institutions
SIBN,"SI-BONE, Inc.",17.63,431211076.94,,2018.0,Health Care,Medical/Dental Instruments
SIEB,Siebert Financial Corp.,11.36,308505655.68,,,Finance,Investment Bankers/Brokers/Service
SNNA,"Sienna Biopharmaceuticals, Inc.",2.24,68041836.8,,2017.0,Health Care,Major Pharmaceuticals
SIEN,"Sientra, Inc.",7.65,223471004.4,,2014.0,Health Care,Industrial Specialties
BSRR,Sierra Bancorp,24.89,381355370.7,,,Finance,Major Banks
SRRA,"Sierra Oncology, Inc.",1.56,116169683.76,,2015.0,Health Care,Major Pharmaceuticals
SWIR,"Sierra Wireless, Inc.",12.66,456082564.14,,,Technology,Radio And Television Broadcasting And Communications Equipment
SIFY,Sify Technologies Limited,1.6,40795096.0,25496935.0,,Technology,"Computer Software: Programming, Data Processing"
SIGA,SIGA Technologies Inc.,5.6,453272534.4,,,Health Care,Major Pharmaceuticals
SGLB,"Sigma Labs, Inc.",1.4,14752626.0,,,Consumer Durables,Miscellaneous manufacturing industries
SGLBW,"Sigma Labs, Inc.",0.5479999999999999,0.0,,,Consumer Durables,Miscellaneous manufacturing industries
SGMA,"SigmaTron International, Inc.",2.81,11886322.48,,1994.0,Technology,Electrical Products
SBNY,Signature Bank,130.56,7193310520.32,,2004.0,Finance,Major Banks
SLGN,Silgan Holdings Inc.,29.97,3309574992.12,,1997.0,Consumer Durables,Containers/Packaging
SILC,Silicom Ltd,37.99,287174197.95,,,Technology,Computer Communications Equipment
SLAB,"Silicon Laboratories, Inc.",88.06,3816191936.2,,2000.0,Technology,Semiconductors
SIMO,Silicon Motion Technology Corporation,40.56,1463929849.2,36092945.0,2005.0,Technology,Semiconductors
SILK,"Silk Road Medical, Inc.",37.04,1063476478.72,,2019.0,Health Care,Medical/Dental Instruments
SAMG,Silvercrest Asset Management Group Inc.,14.08,189406961.92,,2013.0,Finance,Investment Managers
SSNT,"SilverSun Technologies, Inc.",2.93,13187212.15,,,Miscellaneous,Business Services
SFNC,Simmons First National Corporation,25.53,2362216020.51,,,Finance,Major Banks
SLP,"Simulations Plus, Inc.",22.61,396019305.08,,,Technology,EDP Services
SINA,Sina Corporation,64.46,4606986367.28,,,Technology,Computer Software: Prepackaged Software
SBGI,"Sinclair Broadcast Group, Inc.",43.66,3990203142.66,,1995.0,Consumer Services,Broadcasting
SINO,"Sino-Global Shipping America, Ltd.",0.8703,13268335.3209,,,Transportation,Oil Refining/Marketing
SVA,"Sinovac Biotech, Ltd.",6.47,460155205.67,,,Health Care,Major Pharmaceuticals
SINT,"SiNtx Technologies, Inc.",0.21,4576664.61,,2014.0,Health Care,Medical/Dental Instruments
SG,"Sirius International Insurance Group, Ltd.",11.76,1355484671.52,,,Finance,Property-Casualty Insurers
SIRI,Sirius XM Holdings Inc.,5.99,28372142916.06,,,Consumer Services,Broadcasting
SITO,"SITO Mobile, Ltd.",1.855,47356439.69,,,Miscellaneous,Business Services
SKYS,"Sky Solar Holdings, Ltd.",0.7197,10319974.7781,14339273.0,2014.0,Public Utilities,Electric Utilities: Central
SKYW,"SkyWest, Inc.",58.53,3022944446.34,,1986.0,Transportation,Air Freight/Delivery Services
SWKS,"Skyworks Solutions, Inc.",88.05,15232791496.35,,,Technology,Semiconductors
SNBR,Sleep Number Corporation,48.86,1472018558.78,,,Consumer Durables,Home Furnishings
SLM,SLM Corporation,10.26,4481594214.3,,,Finance,Finance: Consumer Services
SLMBP,SLM Corporation,66.27,265080000.0,,,Finance,Finance: Consumer Services
SGH,"SMART Global Holdings, Inc.",22.13,507380064.63,,2017.0,Technology,Semiconductors
SND,"Smart Sand, Inc.",4.04,165695230.84,,2016.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SMBK,"SmartFinancial, Inc.",19.99,278786197.17,,,Finance,Major Banks
SMSI,"Smith Micro Software, Inc.",3.23,103895198.08,,1995.0,Technology,Computer Software: Prepackaged Software
SMTX,SMTC Corporation,3.6,84072808.8,,2000.0,Technology,Electrical Products
SRAX,"Social Reality, Inc.",5.23,52997315.9,,,Technology,Advertising
SCKT,"Socket Mobile, Inc.",1.98,11878334.82,,,Technology,Computer Manufacturing
SOHU,Sohu.com Limited ,16.49,651899796.62,39533038.0,,Technology,EDP Services
SLRC,Solar Capital Ltd.,21.31,900578202.06,,2010.0,,
SUNS,Solar Senior Capital Ltd.,17.18,275575532.3,,,,
SEDG,"SolarEdge Technologies, Inc.",41.27,1950223177.02,,2015.0,Technology,Semiconductors
SLNO,"Soleno Therapeutics, Inc.",2.26,71766681.94,,2014.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLNOW,"Soleno Therapeutics, Inc.",0.1,0.0,,2014.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLGL,Sol-Gel Technologies Ltd.,6.985,132365526.48,,2018.0,Health Care,Major Pharmaceuticals
SLDB,Solid Biosciences Inc.,9.26,328016192.9,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNGX,"Soligenix, Inc.",0.861,15660908.088,,,Health Care,Major Pharmaceuticals
SNGXW,"Soligenix, Inc.",0.1309,0.0,,,Health Care,Major Pharmaceuticals
SOLY,"Soliton, Inc.",12.56,183539280.0,,2019.0,Health Care,Medical/Dental Instruments
SNOA,"Sonoma Pharmaceuticals, Inc.",0.93,11134265.04,,,Health Care,Major Pharmaceuticals
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.01,0.0,,,Health Care,Major Pharmaceuticals
SONO,"Sonos, Inc.",11.76,1185914961.84,,2018.0,Consumer Non-Durables,Consumer Electronics/Appliances
SPHS,"Sophiris Bio, Inc.",1.065,32181254.1,,2013.0,Health Care,Major Pharmaceuticals
SORL,"SORL Auto Parts, Inc.",3.18,61389648.78,,,Capital Goods,Auto Parts:O.E.M.
SRNE,"Sorrento Therapeutics, Inc.",4.26,520913191.92,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SOHO,Sotherly Hotels Inc.,6.76,96143275.28,,,Consumer Services,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc.,24.75,39847500.0,,,Consumer Services,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc.,24.5904,33249688.0464,,,Consumer Services,Real Estate Investment Trusts
SOHOK,Sotherly Hotels LP,25.58,0.0,,,Consumer Services,Real Estate Investment Trusts
SFBC,"Sound Financial Bancorp, Inc.",33.99,86580551.64,,,Finance,Savings Institutions
SSB,South State Corporation,70.4,2490051801.6,,,Finance,Major Banks
SFST,"Southern First Bancshares, Inc.",35.79,268626712.44,,,Finance,Major Banks
SMBC,"Southern Missouri Bancorp, Inc.",32.53,303251458.77,,,Finance,Banks
SONA,"Southern National Bancorp of Virginia, Inc.",15.04,362734765.12,,,Finance,Major Banks
SBSI,"Southside Bancshares, Inc.",33.99,1146056601.36,,,Finance,Major Banks
SP,SP Plus Corporation,33.41,763538375.08,,,Consumer Services,Rental/Leasing Companies
SGRP,"SPAR Group, Inc.",0.6499,13425581.5581,,,Miscellaneous,Business Services
SPKE,"Spark Energy, Inc.",9.23,322513478.56,,2014.0,Public Utilities,Power Generation
SPKEP,"Spark Energy, Inc.",23.55,87305878.8,,,Public Utilities,Power Generation
ONCE,"Spark Therapeutics, Inc.",112.88,4286200569.76,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SPAR,"Spartan Motors, Inc.",8.93,314593550.13,,,Capital Goods,Auto Manufacturing
SPTN,SpartanNash Company,16.82,604712875.48,,,Consumer Non-Durables,Food Distributors
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,23.14,105865500.0,,,,
SPPI,"Spectrum Pharmaceuticals, Inc.",10.76,1203351314.24,,,Health Care,Major Pharmaceuticals
SPRO,"Spero Therapeutics, Inc.",13.65,234998072.4,,2017.0,Health Care,Major Pharmaceuticals
ANY,Sphere 3D Corp.,2.52,5690338.92,,,Technology,EDP Services
SPEX,Spherix Incorporated,0.9,7688277.0,,,Miscellaneous,Multi-Sector Companies
SPI,"SPI Energy Co., Ltd.",3.63,26356239.36,,,Technology,Semiconductors
SAVE,"Spirit Airlines, Inc.",56.84,3890032801.48,,,Transportation,Air Freight/Delivery Services
STXB,"Spirit of Texas Bancshares, Inc.",21.845,266030660.035,,2018.0,Finance,Major Banks
SPLK,Splunk Inc.,133.92,20097977441.76,,2012.0,Technology,Computer Software: Prepackaged Software
SPOK,"Spok Holdings, Inc.",14.23,275245980.65,,,Public Utilities,Telecommunications Equipment
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",5.06,217472626.8,,2014.0,Consumer Services,Other Specialty Stores
SBPH,"Spring Bank Pharmaceuticals, Inc.",9.93,163218367.35,,2016.0,Health Care,Major Pharmaceuticals
FUND,"Sprott Focus Trust, Inc.",7.042999999999999,191247002.428,,,Consumer Services,Miscellaneous
SFM,"Sprouts Farmers Market, Inc.",21.55,2665169032.35,,2013.0,Consumer Services,Food Chains
SPSC,"SPS Commerce, Inc.",105.53,1843655849.79,,2010.0,Technology,Computer Software: Prepackaged Software
SSNC,"SS&C Technologies Holdings, Inc.",64.94,16371100927.3,,2010.0,Technology,Computer Software: Prepackaged Software
SSLJ,SSLJ.com Limited,2.84,124960000.0,,2018.0,Finance,Diversified Commercial Services
SSRM,SSR Mining Inc.,12.12,1468952253.72,,,Basic Industries,Precious Metals
STAA,STAAR Surgical Company,37.01,1636143890.57,,,Health Care,Ophthalmic Goods
STAF,"Staffing 360 Solutions, Inc.",1.59,13092613.32,,,Technology,Professional Services
STMP,Stamps.com Inc.,79.59,1395004731.33,,1999.0,Miscellaneous,Business Services
STND,Standard AVB Financial Corp.,27.71,133559955.49,,,Finance,Major Banks
SBLK,Star Bulk Carriers Corp.,7.9,726540990.6,,,Transportation,Marine Transportation
SBLKZ,Star Bulk Carriers Corp.,25.57,0.0,,,Transportation,Marine Transportation
SBUX,Starbucks Corporation,75.48,93866928000.0,,1992.0,Consumer Services,Restaurants
STFC,State Auto Financial Corporation,32.81,1422261660.2,,1991.0,Finance,Property-Casualty Insurers
MITO,Stealth BioTherapeutics Corp.,14.2,88040000.0,6200000.0,2019.0,Health Care,Major Pharmaceuticals
GASS,"StealthGas, Inc.",3.46,137917547.98,,2005.0,Transportation,Marine Transportation
STCN,"Steel Connect, Inc.",2.05,126685504.35,,,Miscellaneous,Business Services
STLD,"Steel Dynamics, Inc.",34.67,7729027650.95,,1996.0,Basic Industries,Steel/Iron Ore
SMRT,"Stein Mart, Inc.",1.0,47836904.0,,1992.0,Consumer Services,Clothing/Shoe/Accessory Stores
SBOT,"Stellar Biotechnologies, Inc.",1.09,5810479.35,,,Health Care,Major Pharmaceuticals
STML,"Stemline Therapeutics, Inc.",14.2,618680950.2,,2013.0,Health Care,Major Pharmaceuticals
SRCL,"Stericycle, Inc.",57.0,5170080234.0,,1996.0,Basic Industries,Environmental Services
